POSITION_TITLE,QUALIFICATIONS,EDUCATION_TYPE,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,AWARDS,COMMUNITY_SERVICE,VOLUNTEERING,DRIVERS_LICENSE_AVAILABILITY,SKILLS_COUNT,SKILLS,LANGUAGES
HR COORDINATOR,"Highly accomplish human resource professional, proficient at developing policy, standard operating procedures, and best practices",Bachelor,college,,20.0,no,no,no,no,57,"['Customer Service', 'Receptionist', 'Retail Sales', 'Advertising', 'Budget', 'Corrective Action', 'Cost Reduction', 'Forecasting', 'Maintenance', 'Office Manager', 'Paying', 'Scheduling', 'Surveying', 'Accounting', 'Administrative/financial', 'Buying/procurement', 'Financial/accounting', 'Inventory', 'Inventory Control', 'Purchasing', 'Affirmative Action', 'Bi', 'Business Intelligence', 'Claims', 'Clients', 'Coaching', 'Compensation', 'Contracts', 'Disciplinary Procedures', 'Employee Engagement', 'Fmla', 'Hr', 'Interviewing', 'Managerial', 'New Hire Paperwork', 'Payroll', 'Pto', 'Recruiting', 'Staffing', 'Talent Selection', 'Tally', 'Terminations', 'Training', 'Workers Compensation', 'Best Practices', 'Excel', 'Excellent Multitasker', 'Kronos', 'Ms Word', 'Outlook', 'Performance Management', 'Powerpoint', 'Simultaneously', 'Word', 'Food Service', 'Human Resources', 'Business Management']",1
HR COORDINATOR,Motivated professional seeking a career in outsides sales,Bachelor,university,arts,21.0,no,no,no,no,16,"[' Carl Henry MODERN Sales Training', 'Client-focused', 'Effective communication skills', 'Event management', 'Leadership', 'Microsoft Office proficient', 'Self -starter', 'Troubleshooting', 'Problem solving', 'Organized', 'Detail oriented', 'Sensitive to customer needs', 'Ultimate Software Payroll and HRIS expertise', 'Kronos Time and Attendance expertise', 'Paychex proficient', '']",3
HR GENERALIST,,Master,university,business administration,30.0,yes,no,no,no,5,"['accounting', 'ADA', 'advertising', 'benefits', 'Benefits']",1
HR CONSULTANT,"Subject matter expert in HR Applications, and  highly effective at incorporating creative solutions to achieve business objectives, and improve efficiency",Master,university,business administration,7.0,no,no,no,no,13,"['Advanced Excel', 'Access', 'Word', 'Visio', 'Power Point', 'VBA', 'SAP HCM', 'Success Factors (Compensation)', 'Microsoft Project Management', 'Service Now (ASKHR)', 'Smartsheet', 'Panaya', 'SilkRoad']",3
HR GENERALIST,,Bachelor,university,arts,13.0,no,no,no,no,45,"['administrative duties', 'administrative support', 'ADP', 'ad', 'Attention to detail', 'Basic', 'benefits', 'Bi', 'calendar maintenance', 'call center', 'copying', 'data analysis', 'databases', 'database', 'documentation', 'email', 'employee relations', 'expense reports', 'faxing', 'filing', 'forms', 'HRIS', 'Human Resources', 'HR', 'leadership', 'notes', 'meetings', 'access', 'Microsoft Office Suite', 'Office', 'Multi-tasking', 'organizational', 'payroll', 'policies', 'posters', 'presentations', 'reporting', 'research', 'Scheduling', 'Siebel', 'strategic', 'Supervisor', 'telephone', 'phone', 'typing']",1
HR INTERN,Highly driven Recruiter who maintains a positive attitude under pressure and welcomes the challenge and responsibility of producing results quickly for clients,Master,university,business administration,19.0,no,no,no,no,11,"['Bullhorn', 'Boolean Searches', 'Google Resume Search', 'LinkedIn X-ray search', 'The Ladder', 'GitHub', 'Tech Fetch', 'Monster', 'Career Builder', 'LinkedIn', 'Indeed']",1
HR ASSISTANT,,Master,college,human resources,15.0,yes,no,no,no,34,"['ABRA', 'academic', 'Benefits', 'benefits administration', 'billing', 'bi', 'Ceridian', 'conflict resolution', 'Crystal Reports', 'HRIS', 'Human Resources', 'HR', 'insurance', 'Process invoices', 'local government', 'materials', 'meetings', 'Excel', 'PowerPoint', 'Microsoft Word', 'Payroll', 'PeopleSoft', 'performance reviews', 'personnel', 'policies', 'QuickBooks', 'reporting', 'safety', 'sales', 'SAP', 'spreadsheets', 'tax', 'tax returns', 'written']",1
HR ASSISTANT,"Hard Worker, Dedicated, Detailed Oriented, Experienced, Organized, and Highly Motivated",Master,university,science,5.0,no,no,no,no,0,[],1
HR GENERALIST,"9 years of experience in Human Resources, benefit administration, employees relations, recruitment and on-boarding, training and development, payroll administration (11 years' experience), customer relations (18 years' experience), and retail management (9 years' experience)",Master,college,business administration,9.0,no,no,no,no,59,"['accounts payable', 'accounts receivable', 'ADA', 'administrative and support', 'ads', 'advertising', 'Backup', 'Benefits', 'Benefits Administration', 'brochures', 'budgeting', 'budgets', 'bi', 'call center', 'com', 'clientele', 'client', 'clients', 'customer services', 'Customer Service', 'direction', 'Employee Relations', 'filing', 'HRIS', 'http', 'Human Resource', 'Human Resources', 'HR', 'inventory', 'invoicing', 'Leadership Skills', 'Leadership Development', 'Marketing', 'marketing materials', 'Excel', 'Microsoft office programs', 'office', 'Outlook', 'Powerpoint', 'Word', 'Monitors', 'newsletter', 'organizational', 'Payroll', 'personnel', 'policies', 'processes', 'rapport', 'Recruiting', 'Recruitment', 'reporting', 'supervisory', 'Surveys', 'Tableau', 'Tax Returns', 'phone', 'training programs', 'website', 'writer']",1
HR REPRESENTATIVE,"A motivated business partner who communicates and collaborates effectively with all levels of personnel by relying on outstanding interpersonal and customer service skills, excellent sense of urgency and time management skills and taking pride in delivering high quality work",Bachelor,university,science,5.0,no,no,no,no,37,"['administrative', 'administrative support', 'benefits', 'C', 'cash handling', 'closing', 'coaching', 'com', 'Interpersonal Skills', 'Council', 'customer service', 'Customer Service Skills', 'data entry', 'Decision Making', 'Employee Relations', 'hiring', 'HRIS', 'Human Resources', 'HR', 'Interpretation', 'Labor Relations', 'leadership', 'merchandising', 'Lisa', 'negotiations', 'organizational', 'payroll', 'performance reviews', 'personnel', 'policies', 'Problem Resolution', 'reconciling', 'recruiting', 'reporting', 'sales', 'sound', 'employee development']",1
HR SPECIALIST,"Results-driven professional with comprehensive experience in human resources, customer service, and financial services; strengths include problem-solving, strategic thinking and creativity; known as a self-motivated individual with the ability to work well with others in fast-paced environments with outstanding communication skills",Master,university,arts,23.0,no,no,no,no,16,"[' articulate', 'benefits', 'case management', 'employee communications', 'Human Resources', 'payroll', 'processing payroll', 'personnel', 'policies', 'processes', 'quality', 'recruiting', 'research', 'Staffing', 'phone', 'workflow']",1
HR MANAGER,SENIOR HUMAN RESOURCES STRATEGIST / RECRUITMENT MANAGER  Talent Management | Strategic Recruitment Planning  Organizational Development  Top-performing Human Resources Professional with 10+ years of experience providing innovative and results-driven leadership within small and large organizations,Bachelor,university,arts,10.0,no,no,no,no,43,"['ADA', 'art', 'benefits', 'benefits administration', 'biotechnology', 'Branding', 'budget', 'change management', 'contract negotiations', 'contract negotiation', 'databases', 'designing', 'direction', 'employee relations', 'senior management', 'Fax', 'focus', 'hiring', 'Human Resources', 'HR', 'Team Building', 'Leadership', 'Director', 'marketing', 'Organizational Development', 'payroll', 'Performance Appraisal', 'performance management', 'policies', 'processes', 'process improvement', 'Project Management', 'protocols', 'quality', 'RECRUITMENT', 'Recruiting', 'recruiter', 'research', 'Strategic', 'STRATEGIST', 'training design', 'vendor management', 'Vendor Relations']",1
SENIOR HR,"Safety ManagementEmployee EngagementHR GeneralistTraining & DevelopmentOrganizationRecruiting & Succession Planning            Accomplishments      Experienced in union and non union manufacturing, sales & headquarter environments",Bachelor,university,science,3.0,yes,no,no,no,38,"['ADA', 'approach', 'arbitration', 'auditing', 'business strategy', 'case management', 'contract negotiations', 'crisis management', 'finance', 'functional', 'HRIS', 'Human Resource', 'human resources', 'HR', 'information systems', 'ISO', 'leadership', 'Material Science', 'money', 'negotiating', 'negotiation', 'negotiations', 'network', 'organizing', 'organizational', 'payroll', 'performance management', 'personnel', 'policies', 'problem solving', 'quality', 'recruiting', 'recruiter', 'Safety', 'staffing', 'structured', 'supervisor', 'technical training']",1
HR GENERALIST,"Conflict resolution & creative problem solver	Able to adapt and implement change  Excellent communication skills		Quick learner  Strong Word, Excel, PowerPoint			Training and development  Accomplishments ADP, Benefits, coaching, excellent communication, conflict resolution, consultation, customer satisfaction, employee  relations, interpretation of policies, leadership, Excel, PowerPoint, Word, Payroll, People Soft, performance reviews,  performance management, personnel files, implementing policies & procedures,recruiting              Experience     02/2013   to   06/2015     Hr Generalist    Company Name   －   City  ,   State      Process Improvement Implemented new Bio-metric clock and  attendance policy for hourly employees Advised managers and implemented a discipline action policy Created and monitored new vacation calendar Coordinated employee engagement activities to create positive enviroment Protective Services Applied safety procedures and policies as outlined in Department Safety Manual Provided HR related support and advice to management and staff on a range of HR functions including talent acquisition and retention, employee relations, performance and compensation planning, learning & development, and effective leadership practices Managed employee relations investigations resulting from complaints and recommending resolutions Implemented and enforced human resources policies and procedures and ensure managers are consistent applying all policies and procedures Managed the merit increases and performance reviews and made recommendations Assisted benefits management including open enrollment training, conduct new hire orientations and assist employees with resolving issues Managed the Reduction in Force process including outplacement Managed recruiting process including prepare offer letters and all pre-employment background and drug tests Using ADP processed weekly payroll, review all time cards for accuracy and ran reports Worked closely the Payroll & Benefits teams to resolve and escalate any associate issues Processed all employee actions: new hires, terminations, status changes, title & salary changes using People Soft Managed & processed leaves of absence including FMLA, Worker's Compensation according to policy and federal/state regulations Managed Temporary Associates working with staff agencies to ensure proper staffing needs Maintained employees personnel files including I9 forms Explained human resources policies and procedures to all employees Conducted exit interviews for all employees Worked closely with managers to facilitate year-end talent reviews and performance reviews Coordinated Employee Assistance Programs seminars and events Assessed employee performance and issued disciplinary notices Ran queries and reports through the ADP and People soft system FX and Latin America Trading",Bachelor,college,arts,15.0,no,no,no,no,43,"['administrative support', 'ADP', 'Benefits', 'coaching', 'Excellent communication', 'conflict resolution', 'conflict\nresolution', 'consultation', 'creative problem solver', 'customer satisfaction', 'employee relations', 'employee\nrelations', 'forms', 'human resources', 'HR', 'interpretation', 'Latin', 'leadership', 'legal', 'legal and compliance', 'letters', 'Director', 'managing', 'Excel', 'PowerPoint', 'Word', 'Payroll', 'People Soft', 'People\nSoft', 'performance reviews', 'performance management', 'personnel', 'Policies', 'Process Improvement', 'Quick learner', 'read', 'recruiting', 'Safety', 'seminars', 'Spanish', 'Staffing', 'telephone', 'year']",1
